1.5e-08	761987	844	345	0.010015715716531	0.409863987123427	0.225653532236219	0.121863303123329	0.067337366762481	0.0477320782474397	0.127549732507105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.5e-08	451981	2818	251	0.0112941444705923	0.406222772317539	0.225483889354841	0.117360302480043	0.0712323673189096	0.0491720070245724	0.130528661504095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.5e-08	684060	5160	236	0.0113430016204272	0.402197486028212	0.226423032346147	0.122220231745747	0.0708862958408994	0.0464156494879499	0.131857304551043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.5e-08	566934	2047	270	0.0115981445140202	0.404564343509192	0.225903246557607	0.121924374560625	0.0718607245515321	0.0473222210460316	0.128425089775013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.5e-08	302895	3428	223	0.0117311445330208	0.406340843762978	0.22304781757826	0.12729051818436	0.0672125096017871	0.0469395067056438	0.129168804166972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.5e-08	670644	1143	307	0.0127924303989204	0.406597343799621	0.226756889536699	0.121848374549768	0.0711387244483892	0.0449295778470825	0.128729089818441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.5e-08	731162	4508	244	0.0140247162892453	0.410617201516743	0.222293246041892	0.119979588568513	0.0700231528604504	0.0464075066296438	0.130679304382758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.5e-08	452565	2565	239	0.0156614308087757	0.410139487162784	0.222872746124678	0.118912874130411	0.0680376525768075	0.0449295778470825	0.135107662158237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.5e-08	655279	1836	287	0.0165381452197344	0.40341755763108	0.223399317628474	0.122457731779676	0.0720724388674913	0.0438058634008376	0.134847090692442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.5e-08	732192	4873	248	0.0173225739032246	0.407007201001029	0.218918031274004	0.124683446383349	0.0715472245067464	0.0452566493223785	0.132587447512492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.5e-08	715936	3088	270	0.0176944310992035	0.406245843749406	0.218753816964831	0.124017089145298	0.0739222248460321	0.0462405780343683	0.130820447260064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.5e-08	292925	3849	207	0.0178681454097357	0.411694773099253	0.220030888575841	0.118538302648329	0.0708672958381851	0.0473561496223071	0.131512590216084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.5e-08	124856	6382	170	0.0191547170221024	0.413144201877743	0.224683174954739	0.120263231466176	0.0699851528550218	0.0458307208329601	0.12609351801336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.5e-08	74189	3459	199	0.019228002746858	0.409279058468437	0.223586603369515	0.114920159274308	0.0715499387928484	0.0464251494893071	0.134239090605584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.5e-08	95152	5885	156	0.0193447170492456	0.402211057458722	0.22198381742626	0.120488517212645	0.0756580108082873	0.0462460066065724	0.133412590487513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.5e-08	920990	2036	305	0.0194180027739994	0.403200414742916	0.224048032006862	0.118910159844309	0.0696187242312463	0.0447341492477356	0.139488519926931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.5e-08	854162	1579	329	0.0202485743212248	0.406389700912814	0.229829461404209	0.124517874931125	0.069332367047481	0.0405025772146539	0.129428018489717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.5e-08	339958	3676	211	0.0202512886073261	0.398925414132202	0.224894889270698	0.122172731738962	0.0662869380409911	0.0465187923598275	0.141201234457319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.5e-08	232532	2922	218	0.0204657172093863	0.40533248647607	0.219033388433341	0.122943588991941	0.0730278675754096	0.044293077756154	0.135369590767084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.5e-08	754279	1777	287	0.0205905743700816	0.398599699799957	0.225257246465321	0.124236946319564	0.0714182959168994	0.0453896493413785	0.13509816215688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.5e-08	921824	628	363	0.0209271458467356	0.398026985432426	0.222481888925984	0.121695017385002	0.0758887251269607	0.0479342925620418	0.133973090567584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
